product_category,product_subcategory,brand,delivery_status,assembly_service_requested,payment_method,order_id,customer_id,product_price,shipping_cost,assembly_cost,total_amount,delivery_window_days,customer_rating,sales_amount
Kitchen,Pantry Cabinet,Crate & Barrel,Delivered,False,Credit Card,57059,1157,1112.31,0.0,0.0,1112.31,9,2.5,1112.31
Kitchen,Kitchen Cabinet,Wayfair,Cancelled,False,Google Pay,73518,3236,1963.17,78.73,0.0,2041.9,4,,2041.9
Living Room,Side Table,Crate & Barrel,Cancelled,True,PayPal,35575,7290,2255.89,57.45,239.85,2553.19,3,,2553.19
Kitchen,Bar Cart,Wayfair,Failed Delivery,False,Credit Card,83607,9281,892.09,0.0,0.0,892.09,4,1.4,892.09
Dining Room,Bar Stool,Crate & Barrel,Pending,True,Debit Card,95599,9109,484.36,41.24,161.94,687.54,4,2.9,687.54
Office,Filing Cabinet,Urban Outfitters,Pending,False,PayPal,63626,9056,1289.21,0.0,0.0,1289.21,14,,1289.21
Living Room,Sofa,Overstock,Rescheduled,False,Google Pay,64477,8272,1985.57,0.0,0.0,1985.57,10,5.0,1985.57
Office,Computer Table,,Rescheduled,True,Google Pay,74054,3740,165.4,79.94,151.01,396.35,6,,396.35
Dining Room,Buffet,HomeGoods,Failed Delivery,False,Credit Card,20835,1505,409.3,35.26,0.0,444.56,9,4.2,444.56
Dining Room,China Cabinet,Pottery Barn,Cancelled,False,PayPal,38905,5785,1062.23,94.98,0.0,1157.21,5,1.7,1157.21
Kitchen,Kitchen Cabinet,Target,Cancelled,False,Cash on Delivery,14285,5503,2462.94,77.96,0.0,2540.9,12,4.9,2540.9
Kitchen,Kitchen Cabinet,IKEA,Pending,True,Credit Card,39470,9808,691.11,0.0,45.31,736.4200000000001,7,1.1,736.4200000000001
Bedroom,Dresser,Ashley Furniture,Delivered,True,Cash on Delivery,47836,3755,1211.64,0.0,,1260.6,3,4.3,1260.6
Dining Room,Dining Table,HomeGoods,Rescheduled,False,Bank Transfer,69942,9115,495.85,49.3,0.0,545.15,1,3.5,545.15
Bedroom,Chest of Drawers,Pottery Barn,In Transit,False,Apple Pay,82053,9369,436.05,47.74,0.0,483.79,7,5.0,483.79
Outdoor,Garden Chair,,Delivered,False,Cash on Delivery,24838,2871,848.07,128.88,0.0,976.95,11,4.0,976.95
Kitchen,Bar Cart,Ashley Furniture,Cancelled,True,Debit Card,45112,9898,2322.33,0.0,90.27,2412.6,3,4.2,2412.6
Bedroom,Bed Frame,Ashley Furniture,Rescheduled,True,Debit Card,58085,9880,509.94,137.87,162.41,810.2199999999999,1,1.0,810.2199999999999
Office,Bookshelf,West Elm,Failed Delivery,False,Apple Pay,15453,8231,775.14,0.0,0.0,775.14,6,,775.14
Kitchen,Kitchen Island,Crate & Barrel,Cancelled,True,PayPal,81611,4580,1763.35,0.0,148.01,1911.36,6,4.9,1911.36
Office,Desk,Urban Outfitters,Cancelled,False,Apple Pay,65725,2677,618.05,144.21,0.0,762.26,3,3.0,762.26
Office,Computer Table,Pottery Barn,Cancelled,True,Debit Card,95678,5055,422.35,32.67,85.91,540.9300000000001,2,1.7,540.9300000000001
Bedroom,Nightstand,World Market,In Transit,True,Bank Transfer,49021,1528,2393.55,142.58,33.15,2569.28,3,4.8,2569.28
Office,Desk,West Elm,Delivered,True,Bank Transfer,68947,5305,1436.59,129.94,,1690.16,9,,1690.16
Dining Room,Dining Chair,Ashley Furniture,Failed Delivery,False,Bank Transfer,55688,2425,1599.77,104.02,0.0,1703.79,9,2.1,1703.79
Outdoor,Lounge Chair,Target,Delivered,False,Cash on Delivery,67549,2923,1366.24,71.89,0.0,1438.13,5,1.1,1438.13
Dining Room,China Cabinet,Pottery Barn,Pending,True,Debit Card,41056,4438,1640.45,111.12,94.66,1846.23,10,4.4,1846.23
Kitchen,Bar Cart,,Failed Delivery,False,Bank Transfer,87060,6744,1268.31,0.0,0.0,1268.31,4,3.4,1268.31
Living Room,Coffee Table,West Elm,Delivered,True,Apple Pay,89988,8015,1327.75,82.69,57.46,1467.9,13,4.9,1467.9
Outdoor,Patio Set,Pottery Barn,Rescheduled,True,Google Pay,31755,3281,1054.17,0.0,176.1,1230.27,8,4.8,1230.27
Kitchen,Pantry Cabinet,Urban Outfitters,Rescheduled,False,Apple Pay,37082,4390,1068.49,0.0,0.0,1068.49,11,1.7,1068.49
Living Room,Sofa,World Market,Rescheduled,False,PayPal,17780,6747,664.59,0.0,0.0,664.59,4,3.6,664.59
Living Room,Armchair,IKEA,In Transit,True,Bank Transfer,79767,5605,352.74,87.64,93.6,533.98,10,4.5,533.98
Kitchen,Bar Cart,Wayfair,In Transit,False,Apple Pay,88231,9827,2014.29,108.69,0.0,2122.98,11,,2122.98
Dining Room,China Cabinet,Urban Outfitters,Rescheduled,True,Apple Pay,32069,6302,466.42,70.91,39.41,576.74,8,,576.74
Living Room,Ottoman,Urban Outfitters,Cancelled,True,Apple Pay,48356,5740,2425.05,0.0,86.59,2511.64,2,1.5,2511.64
Office,Filing Cabinet,West Elm,Pending,True,Credit Card,85069,5380,1148.78,0.0,27.9,1176.68,7,1.5,1176.68
Kitchen,Kitchen Island,Overstock,In Transit,False,Credit Card,77425,2560,1282.28,116.17,0.0,1398.45,4,3.5,1398.45
Dining Room,China Cabinet,Wayfair,Rescheduled,True,Credit Card,27771,7743,465.64,53.52,41.51,560.67,8,3.7,560.67
Bedroom,Dresser,World Market,Cancelled,True,PayPal,17770,5543,651.99,0.0,243.8,895.79,3,4.4,895.79
Bedroom,Mattress,Ashley Furniture,Cancelled,True,Bank Transfer,95969,3078,1849.52,51.71,199.46,2100.69,6,4.4,2100.69
Outdoor,Patio Set,IKEA,Pending,False,Debit Card,27392,5090,1478.85,0.0,0.0,1478.85,3,3.3,1478.85
Office,Office Chair,Wayfair,In Transit,False,Debit Card,29168,6277,281.47,39.31,0.0,320.78,9,2.5,320.78
Living Room,TV Stand,West Elm,Failed Delivery,True,Debit Card,42447,7434,2365.48,127.85,99.5,2592.83,1,2.4,2592.83
Kitchen,Pantry Cabinet,IKEA,Failed Delivery,True,Debit Card,74154,3329,911.45,0.0,257.83,1169.28,2,4.4,1169.28
Bedroom,Mattress,Urban Outfitters,Cancelled,True,Credit Card,85684,5402,2601.03,144.52,131.94,2877.49,14,4.5,2877.49
Bedroom,Chest of Drawers,Pottery Barn,Rescheduled,True,Cash on Delivery,92288,7786,2174.45,0.0,28.12,2202.57,10,4.6,2202.57
Outdoor,Lounge Chair,Wayfair,Failed Delivery,True,Cash on Delivery,59174,8405,758.13,80.83,144.28,983.24,11,2.4,983.24
Bedroom,Mattress,Crate & Barrel,Pending,False,Cash on Delivery,19898,2525,866.15,63.69,0.0,929.84,8,1.4,929.84
Living Room,Ottoman,Wayfair,Pending,False,Apple Pay,62802,9447,482.06,40.54,0.0,522.6,9,2.8,522.6
Bedroom,Nightstand,World Market,Pending,False,Cash on Delivery,46467,7046,1621.4,101.69,0.0,1723.09,8,,1723.09
Outdoor,Patio Set,CB2,Delivered,True,Credit Card,69597,8996,1757.43,96.35,35.21,1888.99,2,2.8,1888.99
Living Room,TV Stand,Overstock,In Transit,False,Credit Card,52898,1040,1030.58,77.55,0.0,1108.13,4,1.7,1108.13
Living Room,Ottoman,Wayfair,Failed Delivery,False,Credit Card,22208,8511,1200.72,135.94,0.0,1336.66,8,2.7,1336.66
Bedroom,Bed Frame,Wayfair,Failed Delivery,True,Apple Pay,93209,6869,1749.58,149.98,173.49,2073.05,13,2.8,2073.05
Office,Desk,IKEA,Delivered,True,Apple Pay,18300,9756,192.09,68.89,84.97,345.95,8,,345.95
Office,Filing Cabinet,Pottery Barn,Pending,True,PayPal,62129,4568,222.24,97.38,44.88,364.5,1,2.9,364.5
Living Room,Sofa,Urban Outfitters,Cancelled,True,PayPal,66314,4470,1922.75,0.0,45.51,1968.26,10,4.4,1968.26
Kitchen,Kitchen Island,World Market,Rescheduled,False,Credit Card,74843,5399,993.1,120.77,0.0,1113.87,13,2.0,1113.87
Kitchen,Kitchen Cabinet,Urban Outfitters,In Transit,False,Bank Transfer,52318,5646,1722.48,99.69,0.0,1822.17,13,5.0,1822.17
Living Room,Coffee Table,Ashley Furniture,Failed Delivery,False,Apple Pay,54270,9967,1265.47,62.03,0.0,1327.5,7,4.0,1327.5
Living Room,Coffee Table,Target,Failed Delivery,True,Debit Card,85750,3139,697.45,0.0,221.98,919.43,5,4.3,919.43
Bedroom,Chest of Drawers,World Market,Failed Delivery,False,Cash on Delivery,84205,8951,2113.32,109.1,0.0,2222.42,10,1.5,2222.42
Living Room,Sofa,IKEA,In Transit,False,Apple Pay,55054,1793,1836.42,66.51,0.0,1902.93,14,3.6,1902.93
Living Room,Ottoman,IKEA,Cancelled,True,Cash on Delivery,16021,2631,1259.71,134.43,35.27,1429.41,14,3.7,1429.41
Outdoor,Outdoor Table,World Market,Rescheduled,True,Cash on Delivery,92074,8529,306.88,94.82,68.47,470.17,12,3.3,470.17
Kitchen,Pantry Cabinet,Urban Outfitters,Rescheduled,False,PayPal,12134,3035,2281.83,58.35,0.0,2340.18,1,3.2,2340.18
Outdoor,Umbrella,Ashley Furniture,Failed Delivery,True,PayPal,30707,8230,200.38,86.53,284.12,571.03,5,1.6,571.03
Kitchen,Bar Cart,IKEA,Delivered,False,Google Pay,69836,1011,1556.39,100.68,0.0,1657.07,1,1.2,1657.07
Living Room,Armchair,Urban Outfitters,Cancelled,True,Credit Card,66072,4314,1290.91,59.37,69.01,1419.29,2,2.6,1419.29
Bedroom,Wardrobe,HomeGoods,Rescheduled,True,Bank Transfer,27290,5945,2689.32,109.04,233.95,3032.31,9,3.9,3032.31
Office,Office Chair,World Market,Failed Delivery,True,Credit Card,30837,5489,459.33,69.16,31.47,559.96,13,,559.96
Dining Room,Buffet,Crate & Barrel,In Transit,True,PayPal,22234,6905,183.64,92.47,74.38,350.49,11,3.8,350.49
Outdoor,Lounge Chair,World Market,Failed Delivery,False,Bank Transfer,42819,2350,734.17,96.02,0.0,830.1899999999999,3,1.2,830.1899999999999
Outdoor,Outdoor Table,Crate & Barrel,Delivered,False,Debit Card,58738,3711,1527.89,104.68,0.0,1632.57,10,2.1,1632.57
Living Room,Armchair,Urban Outfitters,Failed Delivery,True,PayPal,16787,7493,226.72,67.06,171.35,465.13,6,2.0,465.13
Kitchen,Bar Cart,IKEA,Failed Delivery,True,Debit Card,91999,6005,300.76,97.57,153.46,551.79,9,1.9,551.79
Dining Room,Buffet,World Market,Pending,False,Credit Card,40689,8032,1011.09,125.29,0.0,1136.38,10,2.7,1136.38
Dining Room,Dining Table,CB2,Cancelled,True,Apple Pay,95915,2494,507.46,108.65,166.12,782.23,10,1.7,782.23
Living Room,Coffee Table,Wayfair,Delivered,False,Google Pay,22475,1017,690.69,139.44,0.0,830.1300000000001,3,1.2,830.1300000000001
Kitchen,Kitchen Island,Wayfair,Pending,True,Google Pay,37973,8812,1181.34,120.03,190.64,1492.01,5,3.0,1492.01
Living Room,Armchair,Ashley Furniture,Failed Delivery,True,Cash on Delivery,20215,3174,931.13,0.0,127.36,1058.49,13,2.6,1058.49
Outdoor,Lounge Chair,Crate & Barrel,Rescheduled,True,Bank Transfer,87814,4705,1629.35,56.53,159.45,1845.33,10,3.5,1845.33
Living Room,Armchair,CB2,Delivered,True,Google Pay,78084,8291,1261.97,59.69,190.63,1512.29,9,1.4,1512.29
Bedroom,Nightstand,HomeGoods,Rescheduled,True,PayPal,11217,1132,1935.78,104.59,254.47,2294.84,9,4.7,2294.84
Outdoor,Patio Set,,Cancelled,True,Cash on Delivery,55032,2975,690.09,147.89,28.1,866.08,3,3.7,866.08
Office,Bookshelf,Urban Outfitters,Cancelled,True,Credit Card,65353,3165,429.88,94.66,111.34,635.88,8,,635.88
Bedroom,Wardrobe,Ashley Furniture,Rescheduled,True,Google Pay,72613,2160,1682.78,130.75,197.16,2010.69,7,3.6,2010.69
Dining Room,Bar Stool,World Market,Cancelled,False,Bank Transfer,40008,7276,807.54,0.0,0.0,807.54,1,,807.54
Kitchen,Kitchen Cabinet,HomeGoods,Failed Delivery,False,Bank Transfer,21708,2678,2075.39,0.0,0.0,2075.39,3,,2075.39
Dining Room,China Cabinet,Wayfair,Delivered,False,Apple Pay,23526,6133,1265.44,91.05,0.0,1356.49,13,1.6,1356.49
Dining Room,Buffet,CB2,In Transit,False,Cash on Delivery,58177,5902,1536.91,139.25,0.0,1676.16,13,4.1,1676.16
Kitchen,Kitchen Island,West Elm,Cancelled,False,Debit Card,27973,7270,1235.33,0.0,0.0,1235.33,5,4.5,1235.33
Office,Bookshelf,CB2,Pending,False,Credit Card,27451,3340,1074.85,0.0,0.0,1074.85,11,3.4,1074.85
Outdoor,Lounge Chair,Pottery Barn,Cancelled,True,Bank Transfer,18966,9691,414.44,39.01,64.71,518.16,13,2.7,518.16
Office,Bookshelf,West Elm,Delivered,False,Bank Transfer,83831,1138,649.76,111.33,0.0,761.09,1,,761.09
Living Room,Sofa,IKEA,Pending,False,Cash on Delivery,89995,3688,1056.77,100.34,0.0,1157.11,9,3.6,1157.11
Kitchen,Kitchen Island,CB2,Pending,False,Debit Card,67684,6753,538.37,148.2,0.0,686.5699999999999,12,3.2,686.5699999999999
Kitchen,Kitchen Cabinet,Overstock,Failed Delivery,False,Cash on Delivery,37925,3480,1276.99,51.36,0.0,1328.35,8,,1328.35
Dining Room,Dining Chair,Pottery Barn,Delivered,True,Debit Card,63963,8248,1313.33,64.73,52.67,1430.73,9,3.9,1430.73
Office,Bookshelf,Wayfair,Rescheduled,True,Debit Card,38474,2420,1068.94,136.64,233.12,1438.7,14,2.5,1438.7
Dining Room,Dining Chair,Wayfair,Pending,True,Credit Card,23168,3293,334.47,66.81,187.86,589.1400000000001,6,4.9,589.1400000000001
Outdoor,Lounge Chair,Ashley Furniture,Pending,False,Debit Card,26142,7291,569.87,78.52,0.0,648.39,6,4.5,648.39
Bedroom,Mattress,Ashley Furniture,Failed Delivery,False,Apple Pay,56076,8035,2813.77,78.55,0.0,2892.32,11,3.9,2892.32
Office,Desk,HomeGoods,Cancelled,True,Debit Card,51222,3290,424.91,47.01,175.46,647.38,4,3.2,647.38
Living Room,Armchair,Wayfair,Delivered,True,Bank Transfer,42477,5537,1013.35,0.0,40.17,1053.52,7,4.3,1053.52
Outdoor,Garden Chair,CB2,Delivered,True,Cash on Delivery,94491,2380,204.78,70.67,171.92,447.37,9,2.1,447.37
Bedroom,Dresser,Crate & Barrel,Pending,True,Cash on Delivery,42527,5668,183.67,89.34,42.88,315.89,7,3.0,315.89
Office,Bookshelf,HomeGoods,Pending,False,Cash on Delivery,13515,5942,1484.24,0.0,0.0,1484.24,11,2.0,1484.24
Kitchen,Bar Cart,,Pending,False,Credit Card,36928,9482,2102.79,118.84,0.0,2221.63,10,2.8,2221.63
Outdoor,Outdoor Table,Crate & Barrel,Cancelled,False,Apple Pay,89551,9348,547.52,64.71,0.0,612.23,9,2.0,612.23
Kitchen,Pantry Cabinet,Pottery Barn,Pending,True,PayPal,34726,7418,2473.98,127.64,199.32,2800.94,6,3.8,2800.94
Office,Desk,,Cancelled,True,Debit Card,48737,1894,440.39,42.44,256.57,739.4,3,4.6,739.4
Kitchen,Pantry Cabinet,HomeGoods,In Transit,True,Google Pay,41370,9108,658.01,0.0,98.79,756.8,11,3.0,756.8
Bedroom,Mattress,,In Transit,True,Credit Card,60578,2847,1623.68,54.94,57.29,1735.91,1,1.1,1735.91
Living Room,Sofa,Crate & Barrel,Cancelled,True,Apple Pay,41599,9185,1790.83,93.4,47.75,1931.98,9,3.4,1931.98
Outdoor,Lounge Chair,Wayfair,Pending,False,Bank Transfer,93634,2163,350.81,66.08,0.0,416.89,4,4.2,416.89
Bedroom,Wardrobe,Crate & Barrel,Cancelled,True,Debit Card,79243,1197,974.68,,44.65,1093.73,5,4.0,1093.73
Bedroom,Dresser,HomeGoods,In Transit,True,Credit Card,57329,6185,1031.59,108.87,25.09,1165.55,12,1.1,1165.55
Dining Room,Bar Stool,IKEA,Cancelled,False,Credit Card,27299,7337,1892.57,108.83,0.0,2001.4,14,,2001.4
Office,Filing Cabinet,Ashley Furniture,Cancelled,True,Credit Card,84498,7895,1460.87,92.21,25.33,1578.41,11,2.5,1578.41
Outdoor,Garden Chair,World Market,Delivered,False,Cash on Delivery,57895,9951,1778.19,0.0,0.0,1778.19,9,2.6,1778.19
Kitchen,Pantry Cabinet,HomeGoods,Rescheduled,False,Debit Card,99514,3830,392.31,71.14,0.0,463.45,13,1.8,463.45
Dining Room,China Cabinet,IKEA,Rescheduled,False,Debit Card,71736,2195,367.57,65.07,0.0,432.64,3,2.8,432.64
Kitchen,Pantry Cabinet,World Market,Pending,True,PayPal,12187,2106,1527.67,113.53,229.37,1870.57,11,2.9,1870.57
Living Room,TV Stand,IKEA,Pending,True,Debit Card,11807,5295,2046.56,86.3,284.52,2417.38,1,1.9,2417.38
Office,Bookshelf,,Delivered,True,Debit Card,38277,1652,725.46,102.2,152.2,979.86,2,1.0,979.86
Living Room,Armchair,West Elm,Failed Delivery,True,PayPal,17925,7520,1030.78,147.15,223.0,1400.93,5,3.7,1400.93
Office,Computer Table,HomeGoods,Delivered,True,Debit Card,76402,5693,342.53,30.6,109.19,482.32,12,4.8,482.32
Bedroom,Mattress,Wayfair,Cancelled,True,Bank Transfer,92388,9209,1869.0,101.22,158.01,2128.23,12,4.7,2128.23
Dining Room,Bar Stool,IKEA,Delivered,False,Apple Pay,64451,7939,1840.87,0.0,0.0,1840.87,11,2.9,1840.87
Kitchen,Bar Cart,Overstock,Pending,True,Credit Card,62727,2350,306.35,68.35,149.69,524.3900000000001,1,1.1,524.3900000000001
Outdoor,Lounge Chair,West Elm,Delivered,False,Cash on Delivery,93956,9791,512.27,84.22,0.0,596.49,1,1.8,596.49
Office,Desk,Pottery Barn,Rescheduled,False,Bank Transfer,80471,3501,794.4,,0.0,905.5,1,,905.5
Kitchen,Bar Cart,HomeGoods,Pending,False,Apple Pay,46368,2369,654.02,0.0,0.0,654.02,4,,654.02
Kitchen,Kitchen Cabinet,IKEA,Pending,False,Credit Card,50620,2294,313.74,29.94,0.0,343.68,9,4.0,343.68
Kitchen,Kitchen Cabinet,IKEA,Cancelled,True,PayPal,77017,4329,2444.39,134.38,32.87,2611.64,7,,2611.64
Bedroom,Nightstand,Urban Outfitters,Pending,True,Credit Card,30365,9788,301.73,67.71,25.82,395.26,2,3.4,395.26
Office,Bookshelf,CB2,Cancelled,False,Debit Card,52827,7401,1366.59,115.36,0.0,1481.95,9,3.8,1481.95
Kitchen,Pantry Cabinet,,Delivered,False,Apple Pay,86865,2083,1209.05,71.33,0.0,1280.38,6,,1280.38
Living Room,Armchair,Overstock,Pending,True,Credit Card,50654,8167,2123.56,0.0,180.33,2303.89,5,1.3,2303.89
Dining Room,Bar Stool,Wayfair,In Transit,False,Cash on Delivery,41278,1948,186.27,51.38,0.0,237.65,4,1.3,237.65
Outdoor,Outdoor Table,Wayfair,Rescheduled,True,Apple Pay,42044,2412,872.45,138.13,187.14,1197.72,3,1.2,1197.72
Living Room,Side Table,West Elm,Delivered,True,Cash on Delivery,66948,2900,1187.31,0.0,189.1,1376.41,9,3.2,1376.41
Bedroom,Nightstand,Target,Delivered,False,Credit Card,69424,1901,2775.24,113.06,0.0,2888.3,7,3.2,2888.3
Office,Filing Cabinet,HomeGoods,In Transit,False,Debit Card,50539,3877,1396.36,89.35,0.0,1485.71,10,1.3,1485.71
Kitchen,Bar Cart,Pottery Barn,Cancelled,True,Bank Transfer,25655,1207,1904.21,0.0,190.23,2094.44,6,,2094.44
Dining Room,Dining Table,Ashley Furniture,Rescheduled,True,Bank Transfer,27984,1185,1365.56,138.95,49.92,1554.43,8,4.8,1554.43
Living Room,Coffee Table,West Elm,In Transit,False,Bank Transfer,31473,9133,955.63,0.0,0.0,955.63,11,3.7,955.63
Living Room,Armchair,IKEA,Pending,False,Bank Transfer,55443,9568,1849.3,73.38,0.0,1922.68,12,3.7,1922.68
Bedroom,Mattress,HomeGoods,Cancelled,False,Credit Card,77793,5247,1397.55,129.39,0.0,1526.94,14,1.0,1526.94
Living Room,TV Stand,Pottery Barn,Cancelled,True,Google Pay,31884,7092,455.29,41.09,196.66,693.04,11,3.4,693.04
Dining Room,Dining Table,West Elm,Failed Delivery,False,Google Pay,26637,5403,932.32,0.0,0.0,932.32,2,3.8,932.32
Kitchen,Kitchen Island,CB2,Cancelled,False,Cash on Delivery,25473,1480,2347.65,108.99,0.0,2456.64,11,,2456.64
Living Room,Sofa,Ashley Furniture,Pending,True,PayPal,53910,8034,222.36,54.45,177.29,454.1,1,4.6,454.1
Dining Room,Dining Chair,Wayfair,Cancelled,False,Google Pay,45649,9582,1881.61,92.84,0.0,1974.45,2,,1974.45
Living Room,Coffee Table,World Market,Delivered,True,Debit Card,18371,5308,2478.12,111.54,134.61,2724.27,13,2.5,2724.27
Living Room,TV Stand,Urban Outfitters,Pending,False,Apple Pay,85582,2262,1092.22,0.0,0.0,1092.22,8,3.3,1092.22
Kitchen,Pantry Cabinet,CB2,Failed Delivery,True,Google Pay,75031,8457,2374.39,104.75,257.57,2736.71,8,4.1,2736.71
Dining Room,Dining Chair,Target,In Transit,False,Credit Card,76949,6900,1461.65,116.22,0.0,1577.87,5,4.9,1577.87
Living Room,Armchair,IKEA,Pending,True,Apple Pay,17266,9185,1328.79,134.81,132.81,1596.41,4,2.4,1596.41
Bedroom,Nightstand,Wayfair,In Transit,False,Google Pay,84302,3734,1042.35,0.0,0.0,1042.35,3,2.8,1042.35
Living Room,Side Table,IKEA,Cancelled,True,Cash on Delivery,58193,3577,629.57,120.25,89.46,839.2800000000001,5,1.4,839.2800000000001
Living Room,Ottoman,IKEA,Cancelled,False,Cash on Delivery,43438,2685,291.62,92.13,0.0,383.75,14,2.4,383.75
Kitchen,Pantry Cabinet,World Market,Pending,True,PayPal,85223,2889,1422.96,0.0,27.21,1450.17,7,4.2,1450.17
Outdoor,Outdoor Table,Ashley Furniture,In Transit,False,Google Pay,39937,9336,1730.18,95.65,0.0,1825.83,6,4.4,1825.83
Outdoor,Umbrella,Overstock,In Transit,True,Apple Pay,10336,1721,1422.26,89.52,70.95,1582.73,13,4.2,1582.73
Dining Room,Bar Stool,West Elm,Pending,False,Apple Pay,11610,5006,1089.26,0.0,0.0,1089.26,8,3.8,1089.26
Living Room,Sofa,World Market,Cancelled,True,Bank Transfer,16026,8729,2042.65,72.56,59.45,2174.66,12,1.4,2174.66
Bedroom,Bed Frame,Target,Rescheduled,False,Credit Card,57707,7274,1154.83,128.57,0.0,1283.4,12,,1283.4
Office,Office Chair,World Market,Delivered,False,Google Pay,29671,3932,1177.38,71.14,0.0,1248.52,6,1.3,1248.52
Outdoor,Lounge Chair,Target,In Transit,True,Apple Pay,14635,7870,1288.94,120.4,,1642.74,1,4.0,1642.74
Kitchen,Bar Cart,Wayfair,Pending,True,Bank Transfer,39427,6272,447.77,98.43,284.88,831.08,13,2.3,831.08
Living Room,Ottoman,Urban Outfitters,In Transit,True,Debit Card,42540,7819,517.63,97.68,29.44,644.75,4,3.1,644.75
Outdoor,Garden Chair,Overstock,In Transit,False,Bank Transfer,51934,5444,247.61,31.65,0.0,279.26,8,3.6,279.26
Kitchen,Kitchen Island,IKEA,Cancelled,False,Debit Card,20208,7108,445.29,98.05,0.0,543.34,10,1.8,543.34
Outdoor,Patio Set,West Elm,In Transit,True,Bank Transfer,25650,9225,360.51,72.55,193.71,626.77,12,,626.77
Office,Filing Cabinet,West Elm,Rescheduled,True,Credit Card,98254,1862,590.03,119.55,68.65,778.2299999999999,4,,778.2299999999999
Office,Bookshelf,,Failed Delivery,True,Apple Pay,33507,4656,1338.6,89.59,33.61,1461.8,13,4.7,1461.8
Dining Room,Buffet,West Elm,Rescheduled,True,Credit Card,77603,1752,1815.88,0.0,88.4,1904.28,11,,1904.28
Office,Office Chair,CB2,Cancelled,True,Google Pay,62550,2129,746.94,110.81,55.97,913.72,13,,913.72
Dining Room,Dining Table,Target,Failed Delivery,True,Google Pay,70960,5625,1278.17,65.08,96.94,1440.19,7,3.0,1440.19
Dining Room,Buffet,Crate & Barrel,Failed Delivery,True,PayPal,50723,6362,1698.73,96.05,185.08,1979.86,7,1.3,1979.86
Dining Room,Dining Table,HomeGoods,Failed Delivery,False,Debit Card,21322,8483,676.07,0.0,0.0,676.07,5,2.8,676.07
Outdoor,Outdoor Table,Pottery Barn,In Transit,True,Debit Card,11044,7044,1147.69,0.0,201.57,1349.26,5,2.5,1349.26
Bedroom,Nightstand,Urban Outfitters,In Transit,False,Cash on Delivery,36302,5777,533.87,61.75,0.0,595.62,3,4.1,595.62
Outdoor,Outdoor Table,IKEA,Rescheduled,True,Bank Transfer,83899,5979,1702.38,82.06,41.98,1826.42,14,4.5,1826.42
Office,Computer Table,,Pending,False,Bank Transfer,91620,4974,1429.53,123.99,0.0,1553.52,3,3.9,1553.52
Kitchen,Pantry Cabinet,Wayfair,Failed Delivery,False,Debit Card,70807,7033,880.07,0.0,0.0,880.07,13,1.5,880.07
Dining Room,Dining Table,Overstock,In Transit,True,Credit Card,87554,9083,792.87,0.0,194.92,987.79,14,,987.79
Living Room,Side Table,Target,Failed Delivery,False,Cash on Delivery,35614,9954,2119.24,,0.0,2222.14,1,3.9,2222.14
Outdoor,Lounge Chair,Overstock,Delivered,False,Bank Transfer,42129,3466,1661.63,,0.0,1738.49,13,3.3,1738.49
Outdoor,Outdoor Table,HomeGoods,Failed Delivery,False,Bank Transfer,10835,7718,1712.53,73.99,0.0,1786.52,10,4.4,1786.52
Kitchen,Pantry Cabinet,Crate & Barrel,Cancelled,True,Credit Card,13133,4817,2417.01,0.0,112.65,2529.66,3,2.5,2529.66
Kitchen,Kitchen Cabinet,Target,In Transit,False,Cash on Delivery,80981,6675,2335.64,141.71,0.0,2477.35,9,,2477.35
Office,Computer Table,Pottery Barn,In Transit,False,Credit Card,93354,1157,282.49,83.99,0.0,366.48,10,2.2,366.48
Bedroom,Bed Frame,Wayfair,In Transit,False,Apple Pay,53911,1023,1441.62,63.67,0.0,1505.29,13,4.9,1505.29
Living Room,TV Stand,West Elm,Failed Delivery,False,Cash on Delivery,96154,7164,321.07,75.08,,396.15,11,1.8,396.15
Living Room,TV Stand,Ashley Furniture,Cancelled,True,Credit Card,50306,2703,1986.53,71.35,234.99,2292.87,4,2.8,2292.87
Living Room,Ottoman,Ashley Furniture,Pending,False,PayPal,36895,9680,1684.92,99.57,0.0,1784.49,3,,1784.49
Outdoor,Umbrella,Urban Outfitters,Delivered,False,Bank Transfer,41217,7878,886.95,105.7,0.0,992.65,3,4.3,992.65
Bedroom,Nightstand,Pottery Barn,Pending,False,Credit Card,74491,1981,2684.16,96.07,0.0,2780.23,14,4.6,2780.23
Office,Desk,Pottery Barn,Failed Delivery,True,Apple Pay,28661,5584,992.8,0.0,269.49,1262.29,12,1.9,1262.29
Bedroom,Wardrobe,IKEA,Cancelled,True,Bank Transfer,22193,1719,1375.43,90.67,150.51,1616.61,5,3.6,1616.61
Dining Room,Dining Chair,IKEA,Pending,False,Credit Card,40339,9515,1645.98,56.29,0.0,1702.27,6,3.6,1702.27
Bedroom,Nightstand,CB2,Pending,True,Apple Pay,64140,7102,2590.55,0.0,32.73,2623.28,6,4.4,2623.28
Living Room,Ottoman,,In Transit,True,Credit Card,70091,2391,892.59,119.23,88.15,1099.97,9,3.8,1099.97
Bedroom,Bed Frame,Urban Outfitters,In Transit,True,Google Pay,86122,2565,714.63,85.11,176.4,976.14,12,,976.14
Outdoor,Lounge Chair,CB2,In Transit,False,Debit Card,76247,3187,1443.75,121.91,0.0,1565.66,14,3.6,1565.66
